StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.2,BFI_1,BFI_2,BFI_3,BFI_4,BFI_5,BFI_6,BFI_7,BFI_8,BFI_9,BFI_10,BFI_11,BFI_12,BFI_13,BFI_14,BFI_15,BFI_DO,EC_1,EC_2,EC_3,EC_4,EC_5,EC_6,EC_7,EC_DO,Attach_1,Attach_2,Attach_3,Attach_4,Attach_5,Attach_6,Attach_7,Attach_8,Attach_9,Attach_DO,RNSF1_1,RNSF1_2,RNSF1_3,RNSF1_4,RNSF1_5,RNSF1_6,RNSF1_7,RNSF1_8,RNSF1_DO,KM_P_1,KM_P_2,KM_P_3,KM_P_4,KM_P_5,KM_P_6,KM_P_7,KM_P_8,KM_P_9,KM_P_10,KM_P_11,KM_P_12,KM_P_DO,KM_CSR_1,KM_CSR_2,KM_CSR_3,KM_CSR_4,KM_CSR_5,KM_CSR_DO,KM_M_1,KM_M_2,KM_M_3,KM_M_4,KM_M_DO,KM_PA_1,KM_L_1,KM_L_2,KM_L_3,KM_L_DO,RNSF2_1,RNSF2_2,RNSF2_3,RNSF2_4,RNSF2_5,RNSF2_6,RNSF2_7,RNSF2_8,RNSF2_DO,Q12.1,Q12.1_DO,Q12.4,Q12.2,Q12.2_2_TEXT,Q12.3,Gender,Gender_7_TEXT,Age_1,Race,Race_10_TEXT,Education,Student,Employed,Income,SexualOr,SexualOr_6_TEXT,SC0,FL_3_DO,FL_5_DO
8/19/2021 11:43,8/19/2021 11:55,0,82.130.25.11,100,749,1,8/19/2021 11:55,R_2sYHSNLyWPXYvEr,,,,,60.18159485,24.83680725,anonymous,EN-GB,1,4,5,5,4,5,2,2,5,2,1,3,4,2,2,4,11|2|5|14|13|1|15|3|4|8|10|6|7|9|12,4,2,4,5,2,3,4,1|4|7|5|2|6|3,7,6,5,3,3,5,1,1,1,7|3|4|2|6|5|9|8|1,5,5,5,4,1,1,1,2,5|2|3|7|8|1|6|4,1,1,1,1,1,1,1,1,1,5,1,1,8|6|12|11|4|10|2|9|7|3|5|1,3,2,3,1,1,1|2|4|3|5,1,1,1,1,2|1|3|4,3,4,3,3,2|1|3,5,5,5,4,1,1,1,2,6|1|3|4|5|2|7|8,3,7|2|4|5|6|3,2,1,,1,1,,20,0,,1,1,0,0,0,,205,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:46,8/19/2021 11:55,0,31.205.139.89,100,553,1,8/19/2021 11:55,R_1fcNh3l1j8HJTbW,,,,,53.36779785,-1.506500244,anonymous,EN-GB,1,4,2,4,5,2,2,4,5,4,4,2,4,4,2,3,8|13|5|7|6|2|3|10|11|1|9|14|15|12|4,3,3,4,3,2,4,2,5|1|6|3|4|2|7,4,2,2,2,6,5,4,4,4,8|6|1|3|9|5|2|4|7,3,4,3,2,3,4,3,2,6|7|2|5|3|4|1|8,4,3,7,2,3,6,6,6,2,3,4,3,9|1|6|5|3|2|10|8|11|7|4|12,2,2,3,2,1,5|1|4|3|2,4,5,4,2,1|3|4|2,6,7,5,5,1|2|3,4,4,3,2,2,3,3,4,3|7|2|4|6|8|5|1,3,5|6|3|2|7|4,2,1,,1,1,,25,0,,3,1,1,2,0,,252,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:40,8/19/2021 11:55,0,77.96.136.21,100,900,1,8/19/2021 11:55,R_3kyM58tPi8GakNc,,,,,51.39970398,-0.251495361,anonymous,EN-GB,1,1,5,5,5,5,3,1,5,4,2,3,4,4,4,4,10|3|9|14|5|6|1|7|15|11|12|8|4|2|13,4,2,5,1,2,4,5,7|5|2|6|4|3|1,5,4,6,3,5,4,5,6,5,5|1|8|4|7|3|9|6|2,4,4,5,4,2,2,2,2,4|1|7|8|6|3|2|5,1,1,1,1,1,1,1,1,1,4,2,1,3|5|4|2|12|11|8|1|7|6|9|10,4,2,1,3,1,2|3|5|4|1,2,2,2,1,2|4|1|3,4,1,1,2,3|1|2,4,5,4,5,1,2,2,2,7|3|8|6|4|2|5|1,7,5|2|3|6|7|4,2,1,,1,0,,29,0,,3,0,2,2,0,,230,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:35,8/19/2021 11:56,0,37.247.58.123,100,1215,1,8/19/2021 11:56,R_3KSDwHp4BaPcqYk,,,,,52.42410278,16.92089844,anonymous,EN-GB,1,5,3,3,4,5,2,4,4,4,2,2,4,4,2,4,12|4|14|6|1|3|7|2|13|9|15|8|10|5|11,3,4,4,3,2,3,3,1|4|2|7|6|3|5,5,6,5,4,3,5,5,4,4,6|1|7|2|9|4|3|8|5,4,3,3,3,3,2,2,3,3|6|1|5|8|2|4|7,1,1,1,2,1,1,1,1,1,1,1,1,11|8|4|7|5|9|2|10|1|3|12|6,1,1,1,1,1,3|1|2|5|4,1,1,1,1,1|2|3|4,2,1,1,1,2|1|3,4,3,3,3,2,2,2,3,5|4|3|7|2|6|8|1,7,7|6|5|2|4|3,2,1,,1,1,,21,0,,1,0,0,0,4,,179,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:44,8/19/2021 11:56,0,2.96.216.151,100,679,1,8/19/2021 11:56,R_1q4JQXeEYbXP5Fy,,,,,53.70939636,-1.435897827,anonymous,EN-GB,1,1,4,5,5,5,4,2,4,4,1,4,2,5,4,5,8|15|13|1|11|7|3|9|12|6|2|10|5|14|4,4,4,4,3,2,4,4,4|7|3|2|1|5|6,2,1,3,2,7,2,2,2,1,2|6|4|5|9|3|7|1|8,4,3,4,4,3,2,2,2,4|6|1|2|8|7|5|3,7,6,7,7,6,7,5,3,3,5,4,2,6|3|4|2|10|11|5|8|9|7|12|1,4,6,6,7,1,4|2|3|5|1,3,4,4,3,2|1|3|4,6,7,6,6,2|3|1,3,3,4,4,3,2,2,3,4|1|5|8|3|6|2|7,3,5|2|3|4|7|6,2,1,,1,1,,32,0,,3,0,2,3,0,,301,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:41,8/19/2021 11:56,0,5.174.173.219,100,867,1,8/19/2021 11:56,R_RwU56G8y3RYaZkl,,,,,53.15460205,18.15899658,anonymous,EN-GB,1,5,5,4,4,2,2,4,5,4,2,2,5,5,2,4,7|10|12|13|1|3|5|14|11|4|15|8|6|9|2,3,4,3,4,3,5,5,2|5|1|4|7|6|3,5,5,5,2,6,7,6,7,7,1|9|4|5|2|7|6|3|8,5,5,5,5,2,2,2,1,3|6|2|1|4|5|7|8,1,1,1,1,1,1,1,1,1,2,1,1,9|2|1|10|6|7|8|12|3|5|11|4,1,2,1,4,1,2|3|1|4|5,1,1,3,1,2|3|4|1,5,1,1,1,3|2|1,5,5,5,5,1,1,1,1,4|6|1|7|2|5|8|3,7,2|7|6|5|3|4,2,1,,1,0,,21,0,,3,1,0,0,0,,223,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:47,8/19/2021 11:56,0,81.35.206.125,100,522,1,8/19/2021 11:56,R_3JienmXFXaF9PP3,,,,,36.59539795,-4.540206909,anonymous,EN-GB,1,5,4,2,5,2,2,5,3,5,4,2,4,5,5,3,1|5|10|13|12|15|14|4|8|9|3|2|7|6|11,2,5,3,5,3,1,2,2|1|5|4|3|6|7,6,5,5,6,7,2,3,3,5,1|9|7|2|4|8|6|3|5,4,3,5,4,5,3,4,1,1|2|5|8|6|4|7|3,3,2,7,7,5,7,1,6,5,7,5,4,6|9|10|8|2|5|11|1|7|3|4|12,5,5,5,7,1,2|1|4|5|3,4,6,5,4,2|4|1|3,7,7,5,6,3|1|2,4,5,5,5,4,3,3,1,5|6|4|3|1|2|7|8,3,6|5|7|2|3|4,2,1,,1,1,,22,0,,3,1,0,0,0,,266,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:41,8/19/2021 11:56,0,176.111.29.175,100,921,1,8/19/2021 11:56,R_Ti9nUDN6CKg1TEJ,,,,,49.41670227,20.95640564,anonymous,EN-GB,1,5,5,2,4,5,1,4,5,2,2,1,2,5,3,3,6|13|1|2|3|12|9|5|7|11|15|10|14|4|8,2,3,2,2,4,4,5,2|7|5|3|6|4|1,4,5,5,6,6,7,3,3,5,6|3|1|5|9|8|7|2|4,4,5,5,5,1,1,1,3,2|3|4|7|1|8|5|6,1,1,1,1,1,1,1,1,1,1,1,1,10|11|5|12|9|3|7|4|1|8|6|2,1,1,1,1,1,5|1|2|4|3,1,1,1,1,4|2|1|3,2,1,1,1,1|3|2,4,5,4,4,1,1,1,2,8|5|2|4|3|6|1|7,7,4|6|2|7|5|3,2,1,,1,0,,36,0,,4,0,2,3,0,,197,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:37,8/19/2021 11:56,0,62.20.136.191,100,1149,1,8/19/2021 11:56,R_22Gru08VHI9nbkf,,,,,55.41929626,12.94450378,anonymous,EN-GB,1,3,5,1,2,4,4,1,3,2,2,4,5,5,5,4,9|7|11|4|15|12|6|14|2|1|3|10|8|5|13,4,2,4,2,1,4,5,4|5|7|2|3|1|6,7,6,7,7,2,1,2,1,2,3|6|9|2|7|1|5|4|8,5,5,5,5,1,1,1,1,3|2|5|6|4|7|1|8,1,1,1,1,2,1,1,1,1,3,2,2,9|7|3|10|11|12|5|4|8|1|2|6,1,1,1,4,1,5|4|1|3|2,1,1,2,1,3|2|4|1,3,1,2,1,3|1|2,5,5,5,5,1,1,1,1,3|5|8|6|4|2|1|7,7,4|2|6|5|7|3,2,1,,1,1,,32,5,,4,0,0,3,0,,217,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:44,8/19/2021 11:56,0,194.156.19.33,100,746,1,8/19/2021 11:56,R_2YblKFGyHi1iQwH,,,,,50.58709717,21.69909668,anonymous,EN-GB,1,4,4,3,3,3,5,4,3,3,2,3,2,4,5,4,2|3|9|12|7|11|1|14|10|6|4|15|13|5|8,3,2,3,2,2,3,4,1|7|4|2|3|5|6,6,6,4,6,4,3,2,2,2,3|4|7|5|9|2|1|8|6,5,5,5,5,2,1,2,1,6|4|2|3|7|1|5|8,5,2,2,2,6,6,2,6,2,6,5,5,11|10|12|6|8|3|4|9|7|1|2|5,4,4,5,6,1,2|3|5|1|4,6,6,6,6,4|1|3|2,7,6,6,6,1|3|2,5,5,5,5,1,1,1,1,6|4|5|3|2|1|7|8,3,3|5|4|7|6|2,2,1,,1,1,,21,0,,3,1,1,2,0,,287,"Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:47,8/19/2021 11:56,0,93.42.160.85,100,576,1,8/19/2021 11:56,R_1JXAR7RrNy5e4eg,,,,,45.09140015,7.663894653,anonymous,EN-GB,1,4,3,2,4,4,3,2,2,2,4,5,4,4,4,3,4|5|14|1|8|2|10|6|13|12|3|11|9|15|7,4,2,4,2,2,4,4,1|7|6|5|2|4|3,3,5,3,2,3,2,4,3,4,9|3|8|1|7|2|5|4|6,4,4,4,4,2,2,2,2,2|4|7|8|1|6|3|5,2,2,4,2,3,3,2,4,2,5,4,3,1|2|4|3|6|10|11|5|8|9|12|7,5,5,5,4,1,3|1|2|5|4,1,2,3,2,2|1|4|3,7,5,4,5,2|1|3,3,4,4,2,2,2,2,4,3|8|1|2|5|7|6|4,3,5|4|3|7|2|6,2,1,,2,1,,31,0,,4,0,2,3,0,,257,"EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:43,8/19/2021 11:56,0,197.185.109.246,100,776,1,8/19/2021 11:56,R_3iKiTRAVJgy8KJ1,,,,,-26.38110352,27.83760071,anonymous,EN-GB,1,4,5,2,5,4,4,4,4,4,4,4,5,5,2,5,5|9|14|15|10|3|6|8|11|1|13|7|12|2|4,5,2,4,2,1,4,5,6|1|7|2|3|4|5,5,2,3,2,6,6,5,2,4,4|3|9|8|7|1|6|5|2,5,5,5,4,1,2,2,3,2|4|5|1|3|7|6|8,1,2,1,2,1,2,1,1,4,2,1,4,8|9|10|2|6|12|7|4|3|5|1|11,3,1,1,3,1,3|4|1|2|5,1,1,4,2,3|2|1|4,6,4,4,2,1|3|2,4,5,5,4,1,2,2,3,1|5|4|2|7|3|6|8,7,5|6|3|7|2|4,2,1,,1,0,,24,1,,3,0,2,3,0,,252,"EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:42,8/19/2021 11:56,0,84.23.199.166,100,878,1,8/19/2021 11:56,R_3kcB2QIDzvGLuZL,,,,,32.63330078,-16.8999939,anonymous,EN-GB,1,2,5,1,4,2,4,2,4,2,3,4,4,4,4,4,15|10|11|1|13|2|14|4|5|9|12|8|6|7|3,2,2,4,1,1,5,3,6|3|1|5|2|4|7,5,6,5,3,1,1,5,5,5,3|9|7|5|1|8|4|2|6,4,5,4,4,1,1,1,1,5|6|8|1|7|4|2|3,2,2,2,2,2,2,1,2,1,2,2,2,5|8|9|10|3|4|1|2|6|12|11|7,2,1,2,2,1,2|1|3|4|5,4,6,5,4,1|4|2|3,7,5,5,6,3|1|2,4,4,4,4,1,1,1,1,7|6|8|5|1|4|3|2,7,4|2|6|5|7|3,2,1,,1,0,,22,0,,4,0,0,1,0,,249,"EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:44,8/19/2021 11:56,0,88.17.198.171,100,723,1,8/19/2021 11:56,R_3HRnAWjwO1S2Vdi,,,,,42.59779358,-8.769607544,anonymous,EN-GB,1,5,4,3,5,4,2,4,4,4,3,2,2,4,1,3,9|5|3|6|7|14|8|13|11|10|12|15|1|2|4,4,3,4,2,2,4,3,4|1|6|2|5|7|3,4,1,3,4,7,7,7,6,7,8|5|2|7|3|6|9|1|4,3,3,3,3,5,4,5,4,4|5|8|3|7|6|1|2,7,6,7,5,3,6,6,7,4,4,2,3,8|3|10|1|6|4|7|9|12|5|11|2,3,3,3,3,1,2|1|3|4|5,2,2,5,2,4|2|1|3,5,5,7,6,3|1|2,4,4,4,4,4,3,4,2,6|4|7|1|3|2|8|5,3,5|4|3|7|6|2,2,1,,1,0,,25,0,,3,1,0,1,4,,276,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:47,8/19/2021 11:57,0,151.25.50.91,100,545,1,8/19/2021 11:57,R_1o6gktWaD9aBogF,,,,,41.89039612,12.51260376,anonymous,EN-GB,1,4,3,2,2,5,4,2,2,2,1,5,4,5,5,3,12|11|1|8|4|13|9|5|10|15|14|3|7|2|6,4,3,5,4,1,4,3,4|5|2|1|6|7|3,6,5,6,2,5,6,2,2,4,5|1|3|6|8|7|2|9|4,5,5,5,5,2,2,1,2,6|5|8|1|4|3|2|7,1,1,1,1,1,1,1,1,1,5,1,1,10|2|5|7|8|1|4|11|9|3|12|6,1,1,1,4,1,4|5|2|3|1,1,1,1,1,1|3|4|2,5,3,2,3,3|1|2,5,5,5,5,2,1,1,1,7|3|6|1|8|4|2|5,7,2|7|5|4|6|3,2,1,,1,1,,23,0,,1,1,2,3,0,,224,"Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:45,8/19/2021 11:57,0,31.50.224.185,100,724,1,8/19/2021 11:57,R_3nB3qRsFyKY5iwl,,,,,51.72059631,-3.040802002,anonymous,EN-GB,1,3,4,4,4,2,1,1,4,2,3,2,3,5,4,3,5|6|4|14|8|10|11|12|7|13|15|3|2|9|1,4,2,4,2,1,4,4,5|3|6|2|4|1|7,5,2,3,2,5,6,3,3,4,4|2|3|6|9|7|1|8|5,4,4,4,4,2,2,2,2,3|4|7|8|5|2|6|1,1,1,1,1,1,1,1,1,1,4,3,3,3|7|4|1|6|10|12|2|8|11|9|5,1,1,1,1,1,2|4|1|5|3,1,1,1,1,2|1|4|3,4,2,2,1,1|2|3,5,4,4,4,2,2,2,1,4|6|3|7|2|8|1|5,7,5|3|2|6|4|7,2,1,,1,0,,44,0,,1,0,1,3,0,,209,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:47,8/19/2021 11:57,0,193.136.33.131,100,562,1,8/19/2021 11:57,R_RrVrOQt7AJNfNKh,,,,,41.1690979,-8.67930603,anonymous,EN-GB,1,4,4,4,3,4,3,2,4,3,3,4,3,4,4,3,5|7|2|6|12|4|8|14|1|9|15|10|3|13|11,2,3,2,2,4,2,2,4|7|2|1|5|3|6,5,5,5,4,4,5,2,2,4,1|6|5|4|9|8|3|2|7,4,4,4,4,2,2,2,2,5|4|1|7|6|8|3|2,6,1,1,1,1,1,1,1,1,6,2,1,4|2|5|11|9|1|8|3|7|12|6|10,4,4,4,4,1,2|5|3|4|1,3,3,3,3,4|1|2|3,6,5,5,5,1|3|2,4,4,3,4,2,2,2,2,3|7|2|5|4|6|1|8,3,7|2|4|3|6|5,2,1,,2,1,,24,0,,3,1,0,2,0,,226,"EmpathicConcernIRIsubscale(Davis,1980,1983)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:40,8/19/2021 11:57,0,89.64.5.170,100,1037,1,8/19/2021 11:57,R_1i3Zg6tQT3a25dK,,,,,52.24859619,21.00120544,anonymous,EN-GB,1,4,4,2,2,2,2,2,2,2,5,3,3,4,4,4,7|15|4|13|5|11|2|14|9|3|1|6|10|8|12,4,1,5,1,2,4,4,3|2|4|5|7|1|6,5,5,6,5,3,5,2,5,2,8|5|2|9|1|6|4|7|3,5,5,5,4,2,1,2,2,2|3|5|1|6|7|8|4,1,1,1,1,1,1,1,1,1,5,1,4,7|4|2|9|3|12|10|8|5|6|1|11,4,4,3,5,1,3|4|2|1|5,2,2,2,2,2|3|4|1,4,4,2,2,3|2|1,5,5,5,5,2,1,2,2,5|6|7|8|3|4|2|1,7,7|4|6|3|5|2,2,1,,1,0,,44,0,,4,0,2,1,0,,226,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:46,8/19/2021 11:57,0,88.214.186.112,100,679,1,8/19/2021 11:57,R_2SAMyP2d1Hr2NoD,,,,,38.73100281,-9.137298584,anonymous,EN-GB,1,4,4,4,4,4,2,2,3,2,4,3,3,4,3,3,12|6|2|11|14|9|7|15|4|5|8|10|3|13|1,4,2,4,2,4,4,4,3|1|5|6|2|7|4,6,5,5,4,4,4,5,5,5,2|6|8|4|7|1|3|5|9,4,4,4,4,2,2,2,2,4|7|5|6|8|2|1|3,1,1,1,1,1,1,1,1,1,1,1,1,4|1|6|3|9|8|10|2|5|11|12|7,1,4,1,4,1,5|1|4|2|3,1,1,1,1,2|3|1|4,4,1,1,1,3|2|1,4,4,4,4,2,2,2,2,3|5|4|8|2|1|6|7,7,5|3|6|7|4|2,2,1,,1,1,,29,0,,4,0,2,3,0,,202,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:44,8/19/2021 11:57,0,31.30.166.128,100,793,1,8/19/2021 11:57,R_2ypTa00gskRawAI,,,,,50.08039856,14.50450134,anonymous,EN-GB,1,4,4,4,4,5,3,3,4,4,1,2,4,2,1,3,12|14|1|3|15|11|5|10|4|9|8|7|13|2|6,4,2,2,2,1,3,3,2|7|1|3|4|6|5,5,3,4,3,4,5,6,5,3,2|3|8|5|6|1|4|9|7,4,4,4,4,2,1,3,1,8|2|6|7|3|4|5|1,2,1,1,1,1,1,1,2,2,1,2,1,2|3|4|6|11|8|7|1|9|12|10|5,1,2,1,2,1,5|1|4|2|3,1,1,1,1,1|3|4|2,2,1,1,1,2|3|1,4,4,4,4,4,2,3,1,6|4|1|8|7|3|5|2,7,7|4|6|2|5|3,2,1,,1,1,,34,0,,3,0,2,3,0,,207,"T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
8/19/2021 11:37,8/19/2021 11:57,0,95.92.21.34,100,1235,1,8/19/2021 11:57,R_3oyY9P0xwsx1VJH,,,,,38.75840759,-9.24949646,anonymous,EN-GB,1,4,4,2,4,4,1,4,4,4,3,3,3,4,4,2,7|2|10|4|14|6|9|3|12|15|11|13|8|1|5,4,2,3,2,2,4,4,5|1|2|4|3|7|6,5,5,3,3,5,4,5,5,5,5|3|9|4|1|2|6|8|7,4,4,4,4,2,2,2,4,4|3|1|8|7|2|5|6,7,6,7,7,7,6,7,5,1,6,6,6,2|1|4|10|11|12|3|7|8|9|6|5,7,7,7,7,1,5|2|4|3|1,7,7,6,4,3|1|2|4,7,7,7,7,3|2|1,5,5,5,4,2,1,2,2,7|4|5|1|8|3|6|2,3,6|3|7|4|5|2,2,1,,1,0,,21,0,,3,1,1,0,0,,323,"Global/GeneralAttachment(Fraleyetal.,2011and2014)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Personality,BFI-2XS(SotoandJohn,2017)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:36,8/19/2021 11:58,0,144.64.148.245,100,1280,1,8/19/2021 11:58,R_0P3qTnmiLeM2wkF,,,,,38.56610107,-7.893203735,anonymous,EN-GB,1,4,5,2,5,4,4,2,5,2,2,4,5,5,4,4,9|10|11|7|1|3|12|5|13|8|15|14|2|4|6,4,2,5,2,1,5,4,6|3|1|4|2|5|7,7,5,5,4,5,4,5,5,6,1|7|5|9|6|2|4|3|8,5,5,5,4,2,1,1,1,3|7|6|2|4|1|5|8,6,2,4,7,6,5,1,1,2,5,4,3,6|5|7|2|4|12|1|9|11|3|8|10,7,7,7,7,1,3|4|2|1|5,7,6,7,6,4|1|3|2,7,7,7,7,1|2|3,4,5,5,4,2,1,1,1,7|2|3|1|4|5|8|6,3,7|3|6|2|5|4,2,1,,2,0,,23,0,,4,1,0,2,0,,323,"Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)|EmpathicConcernIRIsubscale(Davis,1980,1983)","VideoCondition1""ThaiMedicine""Zickfeldetal.2019"
8/19/2021 11:41,8/19/2021 11:58,0,213.134.169.63,100,973,1,8/19/2021 11:58,R_1KjVOKGuZeI8Wbx,,,,,52.23939514,21.03619385,anonymous,EN-GB,1,2,4,3,4,2,5,3,3,4,1,4,3,4,5,5,14|5|6|10|3|9|7|15|13|11|8|1|12|4|2,4,2,4,1,1,3,4,1|5|4|7|6|3|2,6,6,5,3,2,5,4,4,5,3|8|7|5|1|2|9|4|6,4,4,4,4,1,1,1,2,4|6|5|7|8|3|1|2,1,1,1,1,1,1,1,1,1,1,1,1,5|2|8|11|3|9|1|10|6|7|12|4,1,3,2,3,1,2|5|1|4|3,2,2,1,2,2|3|1|4,3,2,1,1,3|1|2,4,4,4,4,1,1,1,2,4|8|2|5|3|1|7|6,7,6|5|3|7|4|2,2,1,,1,1,,20,0,,1,1,0,2,0,,214,"EmpathicConcernIRIsubscale(Davis,1980,1983)|Personality,BFI-2XS(SotoandJohn,2017)|T1RelatednessNeedSatisfaction/Frustration(Chenetal.2015)|Global/GeneralAttachment(Fraleyetal.,2011and2014)","VideoNeutral1""CleanHardwoodFloors""(Riveraetal.,2019)"
